word,class,level,meaning_vi
noisy,adjective,a2,ồn ào
nominate,verb,c1,đề cử
nomination,noun,c1,sự đề cử
nominee,noun,c1,người được đề cử
non-profit,adjective,c1,phi lợi nhuận
none,pronoun,a2,không có
nonetheless,adverb,c1,tuy nhiên
nonsense,noun,c1,điều vô nghĩa
noon,noun,c1,buổi trưa
nor,adverb,b1,mà... cũng không
nor,conjunction,b1,cũng không
norm,noun,b2,chuẩn mực
normal,adjective,a2,thường
normal,noun,b1,tình trạng bình thường
normally,adverb,a2,bình thường
north,adjective,a1,bắc
north,adverb,a1,về hướng bắc
north,noun,a1,hướng bắc
northern,adjective,b1,phía bắc
nose,noun,a1,mũi
not,adverb,a1,không
notable,adjective,c1,đáng chú ý
notably,adverb,c1,đáng chú ý
note,noun,a1,lời ghi
note,verb,b1,ghi nhớ
notebook,noun,b2,sổ tay
nothing,pronoun,a1,không có gì
notice,noun,a2,thông tri
notice,verb,a2,chú ý
notify,verb,c1,thông báo
notion,noun,b2,khái niệm
notorious,adjective,c1,khét tiếng
novel,adjective,c1,mới
novel,noun,a2,tiểu thuyết
novelist,noun,b2,tiểu thuyết gia
November,noun,a1,tháng mười một
now,adverb,a1,bây giờ
now,conjunction,b1,now thấy rằng
nowadays,adverb,b2,ngày nay
nowhere,adverb,a2,hư không
nuclear,adjective,b1,hạt nhân
number,noun,a1,số
number,verb,a2,đếm
numerous,adjective,b2,nhiều
nurse,noun,a1,y tá
nursery,noun,c1,nhà trẻ
nursing,noun,b2,điều dưỡng
nut,noun,a2,hạt
nutrition,noun,b2,dinh dưỡng
o'clock,adverb,a1,giờ
obesity,noun,b2,béo phì
obey,verb,b2,tuân theo
object,noun,a1,đồ vật
object,verb,b2,phản đối
objection,noun,c1,phản đối
objective,adjective,b2,khách quan
objective,noun,b2,mục tiêu
obligation,noun,b2,nghĩa vụ
oblige,verb,c1,bắt buộc
observation,noun,b2,sự quan sát
observe,verb,b2,quan sát
observer,noun,b2,người quan sát
obsess,verb,c1,ám ảnh
obsession,noun,c1,nỗi ám ảnh
obstacle,noun,b2,trở ngại
obtain,verb,b2,có được
obvious,adjective,b1,rõ ràng
obviously,adverb,b1,rõ ràng
occasion,noun,b1,dịp
occasional,adjective,c1,thỉnh thoảng
occasionally,adverb,b2,thỉnh thoảng
occupation,noun,b2,nghề nghiệp
occupy,verb,b2,chiếm giữ
occur,verb,b1,xảy ra
occurrence,noun,c1,sự xuất hiện
ocean,noun,a2,đại dương
October,noun,a1,tháng mười
odd,adjective,b1,kỳ quặc
odds,noun,c1,tỷ lệ cược
of,preposition,a1,của
off,adverb,a1,tắt
off,preposition,a1,tắt
offence,noun,b2,sự xúc phạm
offend,verb,b2,xúc phạm
offender,noun,b2,người phạm tội
offensive,adjective,b2,gây khó chịu
offer,noun,a2,đề nghị
offer,verb,a2,đưa ra đề nghị
offering,noun,c1,lễ vật
office,noun,a1,văn phòng
officer,noun,a2,sĩ quan
official,adjective,b1,chính quyền
official,noun,b2,viên chức
offspring,noun,c1,con cái
often,adverb,a1,thường xuyên
oh,exclamation,a1,ồ
oil,noun,a2,dầu
OK,adjective,a1,được
OK,adverb,a1,được
OK,exclamation,a1,được rồi
old,adjective,a1,cũ
old-fashioned,adjective,b1,lỗi thời
on,adverb,a1,tiếp
on,preposition,a1,trên
once,adverb,a1,một lần
once,conjunction,b1,khi mà
one,determiner,a1,một
one,number,a1,một
one,pronoun,a1,người ta
ongoing,adjective,b2,đang diễn ra
onion,noun,a1,hành tây
online,adjective,a1,trực tuyến
online,adverb,a1,trực tuyến
only,adjective,a1,chỉ có một
only,adverb,a1,chỉ
onto,preposition,a2,vào
open,adjective,a1,mở
open,verb,a1,mở
opening,noun,b2,mở đầu
openly,adverb,b2,một cách công khai
opera,noun,b2,opera
operate,verb,b2,vận hành
operation,noun,b1,hoạt động
operational,adjective,c1,hoạt động
operator,noun,b2,toán tử
opinion,noun,a1,ý kiến ​​
opponent,noun,b2,đối thủ
opportunity,noun,a2,cơ hội
oppose,verb,b2,phản đối
opposed,adjective,b2,phản đối
opposite,adjective,a1,đối nhau
opposite,adverb,a1,trước mặt
opposite,noun,a1,điều trái lại
opposite,preposition,a1,trước mặt
opposition,noun,b2,sự phản đối
opt,verb,c1,chọn
optical,adjective,c1,quang học
optimism,noun,c1,sự lạc quan
optimistic,adjective,b2,lạc quan
option,noun,a2,tùy chọn
or,conjunction,a1,hoặc
oral,adjective,c1,bằng miệng
orange,adjective,a1,có màu da cam
orange,noun,a1,quả cam
orchestra,noun,b2,dàn nhạc
order,noun,a1,thứ
order,verb,a1,ra lệnh
ordinary,adjective,a2,bình thường
organ,noun,b2,cơ quan
organic,adjective,b2,hữu cơ
organization,noun,a2,tổ chức
organizational,adjective,c1,tổ chức
organize,verb,a2,tổ chức
organized,adjective,b1,có tổ chức
organizer,noun,b1,người tổ chức
orientation,noun,c1,định hướng
origin,noun,b2,nguồn gốc
original,adjective,a2,gốc
original,noun,b1,nguyên bản
originally,adverb,b1,ban đầu
originate,verb,c1,nguồn gốc
other,adjective,a1,khác
other,pronoun,a1,khác
otherwise,adverb,b2,mặt khác
ought,modal verb,b1,nên
our,determiner,a1,của chúng tôi
ours,pronoun,b1,của chúng tôi
ourselves,pronoun,a2,chính chúng ta
out,adverb,a1,ngoài
out,preposition,a1,từ ở... ra
outbreak,noun,c1,sự bùng phát
outcome,noun,b2,kết quả
outdoor,adjective,b1,ngoài trời
outdoors,adverb,b1,ngoài trời
outer,adjective,b2,bên ngoài
outfit,noun,b2,trang phục
outing,noun,c1,chuyến đi chơi
outlet,noun,c1,lối thoát
outline,noun,b2,nét ngoài
outline,verb,b2,vẽ phác
outlook,noun,c1,triển vọng
output,noun,b2,đầu ra
outrage,noun,c1,sự xúc phạm
outrage,verb,c1,xúc phạm
outside,adjective,a2,ở ngoài
outside,adverb,a1,ở phía ngoài
outside,noun,a2,bề ngoài
outside,preposition,a2,ngoài
outsider,noun,c1,người ngoài cuộc
outstanding,adjective,b2,nổi bật
oven,noun,a2,lò nướng
over,adverb,a1,nghiêng
over,preposition,a1,hơn
overall,adjective,b2,toàn bộ
overall,adverb,b2,tổng thể
overcome,verb,b2,vượt qua
overlook,verb,c1,bỏ qua
overly,adverb,c1,quá mức
overnight,adverb,b2,qua đêm
overseas,adjective,b2,ngoài nước
overseas,adverb,b2,ở nước ngoài
oversee,verb,c1,giám sát
overturn,verb,c1,lật đổ
overwhelm,verb,c1,áp đảo
overwhelming,adjective,c1,áp đảo
owe,verb,b2,nợ
own,adjective,a1,của chính mình
own,pronoun,a1,riêng
own,verb,a2,có
owner,noun,a2,chủ sở hữu
ownership,noun,b2,quyền sở hữu
oxygen,noun,b2,oxy
pace,noun,b2,bước chân
pace,verb,b2,đi từng bước
pack,noun,b1,bó
pack,verb,a2,gói
package,noun,b1,gói đồ
package,verb,b2,đóng gói
packet,noun,b2,gói
pad,noun,c1,đệm
page,noun,a1,trang
pain,noun,a2,sự đau đớn
painful,adjective,b1,đau đớn
paint,noun,a1,sơn
paint,verb,a1,sơn
painter,noun,a2,họa sĩ
painting,noun,a1,bức tranh
pair,noun,a1,cặp
palace,noun,a2,cung điện
pale,adjective,b1,nhạt
palm,noun,b2,lòng bàn tay
pan,noun,b1,chảo
panel,noun,b2,bảng điều khiển
panic,noun,b2,hoảng loạn
pants,noun,a2,quần
paper,noun,a1,giấy
parade,noun,b2,cuộc diễu hành
paragraph,noun,a1,đoạn
parallel,adjective,b2,song song
parallel,noun,b2,đường song song
parameter,noun,c1,tham số
parent,noun,a1,cha mẹ
parental,adjective,c1,cha mẹ
parish,noun,c1,giáo xứ
park,noun,a1,vườn hoa
park,verb,a1,khoanh vùng thành công
parking,noun,a2,bãi đậu xe
parliament,noun,b2,quốc hội
parliamentary,adjective,c1,nghị viện
part,noun,a1,một phần
part-time,adjective,b2,bán thời gian
partial,adjective,c1,một phần
partially,adverb,c1,một phần
participant,noun,b2,người tham gia
participate,verb,b1,tham gia
participation,noun,b2,sự tham gia
particular,adjective,a2,đặc biệt
particularly,adverb,b1,đặc biệt
partly,adverb,b2,một phần
partner,noun,a1,đối tác
partnership,noun,b2,quan hệ đối tác
party,noun,a1,bữa tiệc
pass,noun,b1,sự thi đỗ
pass,verb,a2,đi
passage,noun,b2,đoạn văn
passenger,noun,a2,hành khách
passing,noun,c1,đi qua
passion,noun,b1,niềm đam mê
passionate,adjective,b2,đam mê
passive,adjective,c1,thụ động
passport,noun,a1,hộ chiếu
password,noun,b2,mật khẩu
past,adjective,a1,quá khứ
past,adverb,a2,qua
past,noun,a1,quá khứ
past,preposition,a1,quá
pastor,noun,c1,mục sư
patch,noun,c1,vá
patent,noun,c1,bằng sáng chế
path,noun,b1,con đường
pathway,noun,c1,con đường
patience,noun,b2,kiên nhẫn
patient,adjective,b2,kiên nhẫn
patient,noun,a2,người bệnh
patrol,noun,c1,đội tuần tra
patrol,verb,c1,đi tuần tra
patron,noun,c1,người bảo trợ
pattern,noun,a2,khuôn mẫu
pause,noun,b2,sự tạm nghỉ
pause,verb,b2,tạm nghỉ
pay,noun,a2,trả tiền
pay,verb,a1,trả
payment,noun,b1,thanh toán
peace,noun,a2,hòa bình
peaceful,adjective,b1,yên bình
peak,noun,c1,đỉnh cao
peasant,noun,c1,nông dân
peculiar,adjective,c1,đặc biệt
peer,noun,b2,ngang hàng
pen,noun,a1,cây bút
penalty,noun,b2,hình phạt
pencil,noun,a1,bút chì
penny,noun,a2,đồng xu
pension,noun,b2,lương hưu
people,noun,a1,mọi người
pepper,noun,a1,hạt tiêu
per,preposition,a2,mỗi
per cent,adjective,a2,phần trăm
per cent,adverb,a2,phần trăm
per cent,noun,a2,phần trăm
perceive,verb,b2,nhận thức được
percentage,noun,b1,tỷ lệ phần trăm
perception,noun,b2,nhận thức
perfect,adjective,a1,hoàn hảo
perfectly,adverb,b1,một cách hoàn hảo
perform,verb,a2,thực hiện
performance,noun,b1,hiệu suất
perhaps,adverb,a2,có lẽ
period,noun,a1,thời kỳ
permanent,adjective,b2,vĩnh viễn
permanently,adverb,b2,vĩnh viễn
permission,noun,a2,sự cho phép
permit,noun,b2,giấy phép
permit,verb,b2,cho phép
persist,verb,c1,kiên trì
persistent,adjective,c1,dai dẳng
person,noun,a1,người
personal,adjective,a1,cá nhân
personality,noun,a2,tính cách
personally,adverb,b1,cá nhân
personnel,noun,c1,nhân sự
perspective,noun,b2,quan điểm
persuade,verb,b1,thuyết phục
pet,noun,a2,thú cưng
petition,noun,c1,lời thỉnh cầu
petrol,noun,a2,xăng
phase,noun,b2,giai đoạn
phenomenon,noun,b2,hiện tượng
philosopher,noun,c1,triết gia
philosophical,adjective,c1,triết học
philosophy,noun,b2,triết học
phone,noun,a1,điện thoại
phone,verb,a1,gọi điện thoại
photo,noun,a1,bức ảnh
photograph,noun,a1,ảnh
photograph,verb,a2,chụp ảnh
photographer,noun,b1,nhiếp ảnh gia
photography,noun,b1,nhiếp ảnh
phrase,noun,a1,cụm từ
physical,adjective,a2,vật lý
physician,noun,c1,bác sĩ
physics,noun,a2,vật lý
piano,noun,a1,piano
pick,noun,b2,sự chọn lọc
pick,verb,a2,cuốc
picture,noun,a1,bức tranh
picture,verb,b2,về
piece,noun,a1,mảnh
pig,noun,a1,lợn
pile,noun,b2,cọc
pile,verb,b2,đóng cọc
pill,noun,b2,viên thuốc
pilot,noun,a2,phi công
pin,noun,b1,ghim
pin,verb,b1,ghim
pink,adjective,a1,hồng
pink,noun,a1,cây cẩm chướng
pioneer,noun,c1,đội tiên phong
pioneer,verb,c1,mở
pipe,noun,b1,ống
pipeline,noun,c1,đường ống
pirate,noun,c1,cướp biển
pit,noun,c1,hố
pitch,noun,b2,cao độ
pity,noun,b2,đáng tiếc
place,noun,a1,nơi
place,verb,b1,để
placement,noun,b2,vị trí
plain,adjective,b2,đơn giản
plan,noun,a1,sơ đồ
plan,verb,a1,vẽ bản đồ của
plane,noun,a1,máy bay
planet,noun,a2,hành tinh
planning,noun,b1,kế hoạch
plant,noun,a1,sinh vật có khả
plant,verb,a2,trồng
plastic,adjective,a2,dẻo
plastic,noun,a2,chất dẻo
plate,noun,a2,tấm
platform,noun,a2,nền tảng
play,noun,a1,sự vui chơi
play,verb,a1,chơi
player,noun,a1,người chơi
plea,noun,c1,lời cầu xin
plead,verb,c1,cầu xin
pleasant,adjective,b1,dễ chịu
please,exclamation,a1,làm ơn
please,verb,a2,làm vui lòng
pleased,adjective,a2,hài lòng
pleasure,noun,b1,niềm vui
pledge,noun,c1,của đợ
pledge,verb,c1,cầm cố
plenty,pronoun,b1,nhiều
plot,noun,b1,mảnh đất nhỏ
plot,verb,b2,vẽ sơ đồ
plug,noun,c1,nút
plug,verb,c1,bít lại bằng nút
plunge,verb,c1,lao xuống
plus,adjective,b2,cộng
plus,conjunction,b2,cộng
plus,noun,b2,cộng
plus,preposition,b1,cộng: sự đọc của
pocket,noun,a2,túi
poem,noun,b1,bài thơ
poet,noun,b1,nhà thơ
poetry,noun,b1,thơ
point,noun,a1,mũi nhọn mũi kim
point,verb,b1,vót nhọn
pointed,adjective,b2,nhọn
poison,noun,b1,chất độc
poison,verb,b1,bỏ thuốc độc
poisonous,adjective,b1,độc
pole,noun,c1,cực
police,noun,a1,cảnh sát
policeman,noun,a1,cảnh sát
policy,noun,b1,chính sách
polite,adjective,a2,lịch sự
political,adjective,b1,chính trị
politician,noun,b1,chính trị gia
politics,noun,b1,chính trị
poll,noun,c1,cuộc thăm dò ý
pollution,noun,a2,ô nhiễm
pond,noun,c1,ao
pool,noun,a1,bể bơi
poor,adjective,a1,nghèo
pop,adjective,a2,bật lên
pop,noun,a2,buổi hoà nhạc bình
pop,verb,c1,nổ bốp
popular,adjective,a1,phổ biến
popularity,noun,b2,sự nổi tiếng
population,noun,a2,dân số
port,noun,b1,cổng
portfolio,noun,c1,danh mục đầu tư
portion,noun,b2,phần
portrait,noun,b1,chân dung
portray,verb,c1,miêu tả
pose,verb,b2,tư thế
position,noun,a2,vị trí
position,verb,b2,đặt vào vị trí
positive,adjective,a1,xác thực
positive,noun,b2,điều xác thực
possess,verb,b2,sở hữu
possession,noun,a2,sự sở hữu
possibility,noun,a2,khả năng
possible,adjective,a1,có thể
possibly,adverb,b1,có thể
post,noun,a1,cột trụ
post,verb,a1,dán
post-war,adjective,c1,sau chiến tranh
poster,noun,a2,áp phích
postpone,verb,c1,trì hoãn
pot,noun,b1,cái nồi
potato,noun,a1,khoai tây
potential,adjective,b2,tiềm tàng
potential,noun,b2,tiềm lực
potentially,adverb,b2,có khả năng
pound,noun,a1,bảng anh
pour,verb,b1,đổ
poverty,noun,b1,sự nghèo đói
powder,noun,b1,bột
power,noun,a2,khả năng
power,verb,b2,cung cấp lực
powerful,adjective,b1,mạnh mẽ
practical,adjective,b1,thực tế
practice,noun,a1,thực hành
practise,verb,a1,thực hành
practitioner,noun,c1,người thực hành
praise,noun,b2,sự khen ngợi
praise,verb,b2,khen ngợi
pray,verb,b1,cầu nguyện
prayer,noun,b1,lời cầu nguyện
preach,verb,c1,rao giảng
precede,verb,b2,đứng trước
precedent,noun,c1,tiền lệ
precious,adjective,b2,quý giá
precise,adjective,b2,chính xác
precisely,adverb,b2,chính xác
precision,noun,c1,độ chính xác
predator,noun,c1,kẻ săn mồi
predecessor,noun,c1,người tiền nhiệm
predict,verb,a2,dự đoán
predictable,adjective,b2,có thể dự đoán
prediction,noun,b1,dự đoán
predominantly,adverb,c1,chủ yếu
prefer,verb,a1,thích
preference,noun,b2,sở thích
pregnancy,noun,c1,mang thai
pregnant,adjective,b2,mang thai
prejudice,noun,c1,định kiến ​​
preliminary,adjective,c1,sơ bộ
premier,adjective,c1,hàng đầu
premise,noun,c1,tiền đề
premium,noun,c1,cao cấp
preparation,noun,b2,sự chuẩn bị
prepare,verb,a1,chuẩn bị
prepared,adjective,b1,chuẩn bị
prescribe,verb,c1,quy định
prescription,noun,c1,toa thuốc
presence,noun,b2,sự hiện diện
present,adjective,a1,có mặt
present,noun,a1,hiện tại
present,verb,a2,đưa ra
presentation,noun,b1,sự trình bày
presently,adverb,c1,hiện tại
preservation,noun,c1,sự bảo quản
preserve,verb,b2,bảo tồn
preside,verb,c1,chủ trì
presidency,noun,c1,tổng thống
president,noun,a2,chủ tịch
presidential,adjective,c1,tổng thống
press,noun,b1,sự ép
press,verb,b1,ép
pressure,noun,b1,áp lực
prestigious,adjective,c1,có uy tín
presumably,adverb,c1,có lẽ
presume,verb,c1,đoán
pretend,verb,b1,giả vờ
pretty,adjective,a1,xinh
pretty,adverb,a1,khá
prevail,verb,c1,chiếm ưu thế
prevalence,noun,c1,sự phổ biến
prevent,verb,a2,ngăn chặn
prevention,noun,c1,phòng ngừa
previous,adjective,b1,trước đó
previously,adverb,b1,trước đây
prey,noun,c1,con mồi
price,noun,a1,giá cả
price,verb,b2,giá
pride,noun,b2,niềm tự hào
priest,noun,b1,linh mục
primarily,adverb,b2,chủ yếu
primary,adjective,b1,chính
prime,adjective,b2,nguyên tố
prince,noun,b1,hoàng tử
princess,noun,b1,công chúa
principal,adjective,b2,chính
principal,noun,c1,người đứng đầu
principle,noun,b2,nguyên tắc
print,noun,b2,chữ in
print,verb,a2,in xuất bản
printer,noun,a2,máy in
printing,noun,b1,in ấn
prior,adjective,b2,trước
priority,noun,b2,ưu tiên
prison,noun,a2,nhà tù
prisoner,noun,b1,tù nhân
privacy,noun,b2,sự riêng tư
private,adjective,b1,riêng tư
privatization,noun,c1,tư nhân hóa
privilege,noun,c1,đặc quyền
prize,noun,a2,giải thưởng
probability,noun,b2,xác suất
probable,adjective,b2,có thể xảy ra
probably,adverb,a1,có lẽ
probe,noun,c1,cái thông
probe,verb,c1,dò bằng que thăm
problem,noun,a1,vấn đề
problematic,adjective,c1,có vấn đề
procedure,noun,b2,thủ tục
proceed,verb,b2,tiến hành
proceeding,noun,c1,tiến hành
proceeds,noun,c1,tiền thu được
process,noun,a2,quá trình
process,verb,b2,xử lý
processing,noun,c1,chế biến
processor,noun,c1,bộ xử lý
proclaim,verb,c1,tuyên bố
produce,noun,b2,sản lượng
produce,verb,a2,trình ra
producer,noun,b1,nhà sản xuất
product,noun,a1,sản phẩm
production,noun,b1,sản xuất
productive,adjective,c1,năng suất
productivity,noun,c1,năng suất
profession,noun,b1,nghề nghiệp
professional,adjective,a2,nghề
professional,noun,b2,chuyên gia
professor,noun,a2,giáo sư
profile,noun,a2,hồ sơ
profit,noun,b1,lợi nhuận
profitable,adjective,c1,có lợi nhuận
profound,adjective,c1,sâu sắc
program,noun,a2,chương trình
program,verb,b1,đặt chương trình
programme,noun,a1,chương trình
programming,noun,b2,lập trình
progress,noun,a2,sự tiến tới
progress,verb,b2,tiến tới
progressive,adjective,b2,tiến bộ
prohibit,verb,b2,cấm
project,noun,a1,kế hoạch
project,verb,b2,phóng
projection,noun,c1,phép chiếu
prominent,adjective,c1,nổi bật
promise,noun,a2,lời hứa
promise,verb,a2,hứa
promising,adjective,b2,đầy hứa hẹn
promote,verb,b1,thúc đẩy
promotion,noun,b2,khuyến mãi
prompt,verb,b2,nhắc nhở
pronounce,verb,a2,phát âm
pronounced,adjective,c1,phát âm
proof,noun,b2,bằng chứng
propaganda,noun,c1,tuyên truyền
proper,adjective,b1,thích hợp
properly,adverb,b1,đúng
property,noun,b1,tài sản
proportion,noun,b2,tỷ lệ
proposal,noun,b2,đề nghị
propose,verb,b2,đề nghị
proposition,noun,c1,đề xuất
prosecute,verb,c1,truy tố
prosecution,noun,c1,truy tố
prosecutor,noun,c1,công tố viên
prospect,noun,b2,triển vọng
prospective,adjective,c1,triển vọng
prosperity,noun,c1,sự thịnh vượng
protect,verb,a2,bảo vệ
protection,noun,b2,sự bảo vệ
protective,adjective,c1,bảo vệ
protein,noun,b2,chất đạm
protest,noun,b1,cuộc biểu tình
protest,verb,b1,long trọng
protester,noun,b2,người biểu tình
protocol,noun,c1,giao thức
proud,adjective,b1,tự hào
prove,verb,b1,chứng minh
provide,verb,a2,cung cấp
province,noun,c1,tỉnh
provincial,adjective,c1,tỉnh
provision,noun,c1,cung cấp
provoke,verb,c1,khiêu khích
psychiatric,adjective,c1,tâm thần
psychological,adjective,b2,tâm lý
psychologist,noun,b2,nhà tâm lý học
psychology,noun,b2,tâm lý học
pub,noun,a2,quán rượu
public,adjective,a2,chung
public,noun,a2,công chúng
publication,noun,b2,công bố
publicity,noun,b2,sự công khai
publish,verb,a2,xuất bản
publishing,noun,b2,xuất bản
pull,noun,b1,sự lôi
pull,verb,a2,lôi
pulse,noun,c1,nhịp đập
pump,noun,c1,giày nhảy
pump,verb,c1,bơm
punch,noun,c1,cú đấm
punch,verb,c1,đấm
punish,verb,b1,trừng phạt
punishment,noun,b1,sự trừng phạt
punk,noun,b2,nhạc punk
pupil,noun,b2,học sinh
purchase,noun,b2,sự mua
purchase,verb,b2,mua
pure,adjective,b2,tinh khiết
purely,adverb,b2,hoàn toàn
purple,adjective,a1,đỏ tía
purple,noun,a1,màu tía
purpose,noun,a2,mục đích
pursue,verb,b2,theo đuổi
pursuit,noun,b2,sự theo đuổi
push,noun,b1,sự xô
push,verb,a2,xô
put,verb,a1,đặt
puzzle,noun,b2,câu đố
qualification,noun,b1,trình độ chuyên môn
qualified,adjective,b1,đủ điều kiện
qualify,verb,b1,đủ điều kiện
quality,noun,a2,chất lượng
quantity,noun,a2,số lượng
quarter,noun,a1,một phần tư
queen,noun,a2,nữ hoàng
query,noun,c1,truy vấn
quest,noun,c1,nhiệm vụ
question,noun,a1,câu hỏi
question,verb,a2,hỏi
questionnaire,noun,b2,bảng câu hỏi
queue,noun,b1,đuôi sam
queue,verb,b1,+ up xếp hàng
quick,adjective,a1,nhanh chóng
quickly,adverb,a1,nhanh chóng
quiet,adjective,a1,yên tĩnh
quietly,adverb,a2,lặng lẽ
quit,verb,b1,bỏ
quite,adverb,a1,khá
quota,noun,c1,hạn ngạch
quotation,noun,b1,trích dẫn
quote,noun,b1,lời trích dẫn
quote,verb,b1,trích dẫn
race,noun,a2,nòi
race,verb,a2,chạy đua với
racial,adjective,b2,chủng tộc
racing,noun,b1,đua xe
racism,noun,b2,phân biệt chủng tộc
racist,adjective,b2,phân biệt chủng tộc
racist,noun,b2,người phân biệt chủng
radar,noun,c1,radar
radiation,noun,b2,bức xạ
radical,adjective,c1,cấp tiến
radio,noun,a1,đài phát thanh
rage,noun,c1,cơn thịnh nộ
raid,noun,c1,cuộc tấn công bất
raid,verb,c1,tấn công bất ngờ
rail,noun,b2,đường sắt
railway,noun,a2,đường sắt
rain,noun,a1,mưa
rain,verb,a1,mưa
raise,verb,a2,nâng cao
rally,noun,c1,sự tập hợp lại
rally,verb,c1,tập hợp lại
random,adjective,b2,ngẫu nhiên
range,noun,b1,dãy
range,verb,b2,sắp hàng
rank,noun,b2,hàng
rank,verb,b2,sắp xếp thành hàng
ranking,noun,c1,thứ hạng
rape,noun,c1,sự hâm hiếp
rape,verb,c1,hâm hiếp
rapid,adjective,b2,nhanh chóng
rapidly,adverb,b2,nhanh chóng
rare,adjective,b1,hiếm
rarely,adverb,b1,hiếm khi
rat,noun,b2,chuột
rate,noun,a2,tỷ lệ
rate,verb,b2,đánh gia
rather,adverb,a2,đúng hơn
rating,noun,b2,đánh giá
ratio,noun,c1,tỷ lệ
rational,adjective,c1,hợp lý
raw,adjective,b2,thô
ray,noun,c1,tia
reach,noun,b2,sự chìa ra
reach,verb,a2,chìa ra
react,verb,a2,phản ứng
reaction,noun,b1,phản ứng
read,verb,a1,đọc
reader,noun,a1,người đọc
readily,adverb,c1,dễ dàng
reading,noun,a1,đọc
ready,adjective,a1,sẵn sàng
real,adjective,a1,thực sự
realistic,adjective,b2,thực tế
reality,noun,b1,thực tế
realization,noun,c1,sự thực hiện
realize,verb,a2,nhận ra
really,adverb,a1,thực sự
realm,noun,c1,vương quốc
rear,adjective,c1,ở đằng sau
rear,noun,c1,bộ phận đằng sau
reason,noun,a1,lý do
reasonable,adjective,b2,hợp lý
reasonably,adverb,b2,hợp lý
reasoning,noun,c1,lý luận
reassure,verb,c1,trấn an
rebel,noun,c1,kẻ nổi loạn
rebellion,noun,c1,sự nổi loạn
rebuild,verb,b2,xây dựng lại
recall,verb,b2,nhớ lại
receipt,noun,b1,biên nhận
receive,verb,a2,nhận
receiver,noun,b2,người nhận
recent,adjective,a2,gần đây
recently,adverb,a2,gần đây
reception,noun,a2,sự tiếp nhận
recession,noun,b2,suy thoái
recipe,noun,a2,công thức
recipient,noun,c1,người nhận
reckon,verb,b2,tính toán
recognition,noun,b2,sự công nhận
recognize,verb,a2,nhận ra
recommend,verb,a2,đề nghị
recommendation,noun,b1,lời khuyên
reconstruction,noun,c1,tái thiết
record,noun,a2,bản ghi
record,verb,a2,ghi
recording,noun,a2,ghi âm
recount,verb,c1,kể lại
recover,verb,b2,phục hồi
recovery,noun,b2,sự phục hồi
recruit,noun,b2,lính mới
recruit,verb,b2,mộ
recruitment,noun,b2,tuyển dụng
recycle,verb,a2,tái chế
red,adjective,a1,đỏ
red,noun,a1,màu đỏ
reduce,verb,a2,giảm bớt
reduction,noun,b2,sự giảm bớt
refer,verb,a2,tham khảo
referee,noun,b2,trọng tài
reference,noun,b1,tài liệu tham khảo
referendum,noun,c1,cuộc trưng cầu dân
reflect,verb,b1,phản ánh
reflection,noun,c1,sự phản ánh
reform,noun,c1,sự cải cách
reform,verb,c1,cải cách
refuge,noun,c1,nơi trú ẩn
refugee,noun,b2,người tị nạn
refusal,noun,c1,từ chối
refuse,verb,a2,từ chối
regain,verb,c1,lấy lại
regard,noun,b2,cái nhìn
regard,verb,b2,nhìn + phó từ
regardless,adverb,c1,bất kể
regime,noun,c1,chế độ
region,noun,a2,khu vực
regional,adjective,b2,khu vực
register,noun,b2,sổ
register,verb,b2,ghi vào sổ
registration,noun,b2,đăng ký
regret,noun,b2,lòng thương tiếc
regret,verb,b2,thương tiếc
regular,adjective,a2,thường xuyên
regularly,adverb,b1,thường xuyên
regulate,verb,b2,điều chỉnh
regulation,noun,b2,quy định
regulator,noun,c1,bộ điều chỉnh
regulatory,adjective,c1,quy định
rehabilitation,noun,c1,sự phục hồi
reign,noun,c1,triều đại
reign,verb,c1,trị vì
reinforce,verb,b2,củng cố
reject,verb,b1,từ chối
rejection,noun,c1,sự từ chối
relate,verb,b1,liên quan
related,adjective,b1,liên quan
relation,noun,b1,mối quan hệ
relationship,noun,a2,mối quan hệ
relative,adjective,b1,có liên quan
relative,noun,b1,bà con thân thuộc
relatively,adverb,b2,tương đối
relax,verb,a1,thư giãn
relaxed,adjective,b1,thoải mái
relaxing,adjective,b1,thư giãn
release,noun,b1,sự giải thoát
release,verb,b1,làm nhẹ
relevance,noun,c1,sự liên quan
relevant,adjective,b2,có liên quan
reliability,noun,c1,độ tin cậy
reliable,adjective,b1,đáng tin cậy
relief,noun,b2,sự cứu trợ
relieve,verb,b2,giảm bớt
relieved,adjective,b2,nhẹ nhõm
religion,noun,b1,tôn giáo
religious,adjective,b1,tôn giáo
reluctant,adjective,c1,miễn cưỡng
rely,verb,b2,dựa vào
remain,verb,b1,ở lại
remainder,noun,c1,phần còn lại
remains,noun,c1,còn lại
remark,noun,b2,sự lưu ý
remark,verb,b2,thấy
remarkable,adjective,b2,đáng chú ý
remarkably,adverb,b2,đáng chú ý
remedy,noun,c1,phương thuốc
remember,verb,a1,nhớ
remind,verb,b1,nhắc nhở
reminder,noun,c1,lời nhắc nhở
remote,adjective,b1,từ xa
removal,noun,c1,sự loại bỏ
remove,verb,a2,loại bỏ
render,verb,c1,làm lại
renew,verb,c1,đổi mới
renowned,adjective,c1,nổi tiếng
rent,noun,b1,tô
rent,verb,b1,thuê
